#Supplementary Table 1 Summary of protein groups measured in at least one sample of the Genes & Health cohort
#.ref - indicates protein and precursor (pre.) data obtained including all possible peptides; .mac5 - excluding variant peptides with evidence that respective protein altering variants exist in the Genes & Health population down to a minor allele count (MAC) of 5; sd - standard deviation; cv - coefficient of variation; p.dip - p-value of a dip test for multi-modal distribution: cis.pQTL - whehter or not a cis-pQTL was identified; med.pred = median (and 25th and 75th percentil) value of predicted correlation coefficient across all protein groups measued; Olink ID - best correlating olink target; spear.olink = associated Spearman correlation coefficient; SomaLogic ID = best correlating aptamer ID; spear.soma = associated Spearman correlation coefficient
#
prot.id,protein_group_id,uniprotswissprot,chromosome,start_position,end_position,ensembl_gene_id,hgnc_symbol,num.pre.well1.ref,num.pre.well2.ref,missing.per.ref,mean.l2.ref,sd.l2.ref,num.pre.well1.mac5,num.pre.well2.mac5,cv.mac5,mean.cv.mac5,sd.cv.mac5,n.mac5,missing.per.mac5,mean.l2.mac5,sd.l2.mac5,median.l2.mac5,min.l2.mac5,max.l2.mac5,p.dip.mac5,faction.outlier.mac5,cis.pQTL,med.pred,p25.pred,p75.pred,Olink ID,spear.olink,SomaLogic ID,spear.soma,correlation.cluster,cell type contamination marker
prot.7723,Q9BY15,Q9BY15,19,14619117,14690027,ENSG00000131355,ADGRE3,4,4,91.65,11.25,0.62,4,4,NA,11.17,NA,1.00,91.65,11.25,0.62,11.22,8.70,12.52,0.01,0.01,FALSE,NA,NA,NA,ADGRE3_43337,-0.04,,,,
prot.7724,A6ND36,A6ND36,17,18968789,19004764,ENSG00000188522,FAM83G,2,2,99.23,11.66,0.68,2,2,NA,NA,NA,NA,99.23,11.66,0.68,11.39,10.88,13.14,0.98,0.00,FALSE,NA,NA,NA,,,,,,
prot.7725,K7EJB9,P27797,19,12938578,12944489,ENSG00000179218,CALR,1,1,92.35,13.69,0.65,1,1,NA,14.25,NA,1.00,92.35,13.69,0.65,13.76,11.61,14.91,0.04,0.00,FALSE,NA,NA,NA,,,,,,
prot.7726,P26232-3,P26232,2,79185231,80648861,ENSG00000066032,CTNNA2,1,1,91.86,12.29,0.53,1,1,NA,NA,NA,NA,91.86,12.29,0.53,12.33,10.71,13.56,0.20,0.00,FALSE,NA,NA,NA,CTNNA2_41064,-0.03,seq.9872.23,-0.05,,
prot.7727,P40967;P40967-2,P40967,12,55954105,55973317,ENSG00000185664,PMEL,1,2,84.48,11.73,0.73,1,2,30.46,12.30,0.54,12.00,84.48,11.73,0.73,11.69,9.94,14.51,0.98,0.00,FALSE,0.22,0.21,0.22,,,seq.6472.40,0.31,,
prot.7728,Q13882,Q13882,20,63528001,63537376,ENSG00000101213,PTK6,7,6,96.10,11.12,0.60,6,5,NA,NA,NA,NA,96.10,11.09,0.63,11.08,9.12,13.58,0.00,0.06,FALSE,NA,NA,NA,,,seq.3832.51,-0.06,,
prot.7729,Q2NL82,Q2NL82,17,2322396,2336657,ENSG00000167721,TSR1,3,3,96.38,12.22,0.62,1,1,NA,NA,NA,NA,99.37,10.68,0.44,11.00,9.90,11.04,0.33,0.44,FALSE,NA,NA,NA,,,seq.30336.43,-0.11,,
prot.773,E9PP44,P35813,14,60245752,60299087,ENSG00000100614,PPM1A,1,1,0.00,17.96,0.48,1,1,13.15,17.66,0.19,22.00,0.00,17.96,0.48,17.95,15.87,20.08,0.96,0.00,FALSE,0.32,0.30,0.32,,,,,5,
prot.7730,Q86W42-2,Q86W42,16,3024027,3027755,ENSG00000131652,THOC6,1,1,97.01,10.97,0.43,1,1,0.00,10.91,0.00,2.00,97.01,10.97,0.43,10.91,9.46,12.08,0.07,0.32,FALSE,-0.11,-0.11,-0.10,,,seq.30244.51,-0.24,,
prot.7731,Q8N4F0,Q8N4F0,20,33007704,33023703,ENSG00000078898,BPIFB2,4,4,93.60,12.13,0.77,3,3,NA,12.95,NA,1.00,94.08,12.44,0.74,12.41,9.79,14.63,0.00,0.04,FALSE,NA,NA,NA,BPIFB2_44480,-0.08,,,,
prot.7732,Q8N999,Q8N999,12,88033846,88050160,ENSG00000133641,RLIG1,3,3,75.64,13.26,0.57,2,2,21.95,13.29,0.31,4.00,76.13,13.27,0.55,13.32,11.11,15.64,0.98,0.01,FALSE,0.08,0.07,0.09,,,seq.28277.246,-0.02,,
prot.7733,Q8WWP7,Q8WWP7,7,150716606,150724284,ENSG00000213203,GIMAP1,10,10,89.63,10.33,0.70,8,8,2.57,10.15,0.04,2.00,93.11,10.02,0.77,9.99,7.94,11.88,0.12,0.00,FALSE,0.12,0.12,0.13,,,seq.30218.1,0.11,,
prot.7734,E9PIR1;Q6ZUM4,Q6ZUM4,17,45393902,45434421,ENSG00000159314,ARHGAP27,2,2,95.82,11.51,0.56,2,2,NA,NA,NA,NA,95.82,11.51,0.56,11.54,9.87,12.58,0.21,0.00,FALSE,NA,NA,NA,ARHGAP27_43380,0.09,seq.31066.11,-0.01,,
prot.7735,O95147,O95147,17,37489891,37513501,ENSG00000276023,DUSP14,8,8,91.86,11.93,1.37,8,8,55.29,12.40,0.94,3.00,91.86,11.93,1.37,12.11,8.06,15.62,0.01,0.01,FALSE,-0.07,-0.07,-0.06,,,seq.29765.13,-0.25,,
prot.7736,O95197;O95197-2,O95197,11,63681446,63759891,ENSG00000133318,RTN3,3,1,83.37,10.86,0.61,1,NA,NA,NA,NA,NA,94.08,11.11,0.59,11.12,9.67,12.53,0.86,0.00,FALSE,NA,NA,NA,,,,,,
prot.7737,Q14324,Q14324,19,50432892,50466321,ENSG00000086967,MYBPC2,5,5,97.29,11.39,0.61,4,4,NA,NA,NA,NA,98.19,11.94,0.57,11.88,10.63,12.94,0.73,0.00,FALSE,NA,NA,NA,MYBPC2_44000,0.08,seq.25096.58,0.17,,
prot.7738,Q4KWH8,Q4KWH8,3,155375580,155745071,ENSG00000114805,PLCH1,2,2,84.97,11.63,1.17,2,2,52.64,11.16,0.80,2.00,84.97,11.63,1.17,11.47,8.40,16.30,0.79,0.01,FALSE,0.02,0.02,0.02,PLCH1_41622,-0.05,seq.35196.136,-0.06,,
prot.7739,Q6P1J6-3,Q6P1J6,2,28457145,28644142,ENSG00000163803,PLB1,1,1,93.32,10.95,0.88,1,1,NA,9.51,NA,1.00,93.32,10.95,0.88,10.89,7.73,12.63,0.26,0.01,FALSE,NA,NA,NA,PLB1_44099,-0.11,,,,
prot.774,E9PQ57,P78406,20,57351223,57379211,ENSG00000101146,RAE1,12,12,0.49,12.83,0.34,12,12,16.15,12.78,0.24,22.00,0.49,12.83,0.34,12.83,11.66,14.54,0.94,0.00,FALSE,0.38,0.37,0.38,,,,,,
prot.7740,Q6ZT07,Q6ZT07,4,140620782,140756385,ENSG00000109436,TBC1D9,1,1,88.24,11.45,0.64,1,1,NA,NA,NA,NA,88.24,11.45,0.64,11.48,9.43,12.86,0.92,0.00,FALSE,NA,NA,NA,,,,,,
prot.7741,I3L3R5,I3L3R5,19,38908980,38912186,ENSG00000262484,CCER2,1,1,93.67,12.06,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,CCER2_43466,,seq.29456.16,,,
prot.7742,J3KQ06,Q9NWC5,3,100492619,100577444,ENSG00000181458,TMEM45A,1,1,99.86,15.14,0.00,1,1,NA,NA,NA,NA,99.86,15.14,0.00,15.14,15.14,15.14,1.00,0.00,FALSE,NA,NA,NA,,,,,,
prot.7743,O60294,O60294,15,43323649,43330582,ENSG00000168806,LCMT2,6,5,86.08,12.32,0.70,2,1,NA,NA,NA,NA,95.69,12.64,0.53,12.56,11.30,14.02,0.29,0.00,FALSE,NA,NA,NA,,,seq.31725.21,-0.24,,
prot.7744,O75528;O75528-2,O75528,3,9779967,9793011,ENSG00000171148,TADA3,1,1,96.80,10.28,0.56,1,1,NA,NA,NA,NA,96.80,10.28,0.56,10.33,9.05,11.45,0.16,0.00,FALSE,NA,NA,NA,TADA3_44305,0.28,seq.23551.15,0.36,,
prot.7745,O95361,O95361,17,15627960,15684311,ENSG00000221926,TRIM16,11,10,90.54,12.51,0.82,10,9,NA,11.12,NA,1.00,92.28,12.71,0.78,12.79,10.36,14.68,0.02,0.00,FALSE,NA,NA,NA,,,,,,
prot.7746,P54840,P54840,12,21536107,21604847,ENSG00000111713,GYS2,3,3,93.81,12.65,0.58,2,2,10.59,11.52,0.15,2.00,95.34,12.21,0.49,12.21,11.25,13.18,0.41,0.00,FALSE,0.13,0.13,0.14,,,,,,
prot.7747,P55259,P55259,16,20309574,20327808,ENSG00000169347,GP2,6,6,89.63,12.35,0.68,4,4,NA,NA,NA,NA,94.99,11.83,0.59,11.82,10.16,14.45,0.88,0.01,FALSE,NA,NA,NA,GP2_43771,0.18,seq.29565.3,0.05,,
prot.7748,Q66PJ3,Q66PJ3,12,122980060,122982913,ENSG00000182196,ARL6IP4,2,2,97.84,11.36,0.91,2,2,NA,NA,NA,NA,97.84,11.36,0.91,11.32,8.61,13.48,0.82,0.03,FALSE,NA,NA,NA,,,,,,
prot.7749,Q7Z417,Q7Z417,17,29255839,29294148,ENSG00000108256,NUFIP2,1,1,97.08,10.37,0.53,1,1,NA,NA,NA,NA,97.08,10.37,0.53,10.41,9.08,11.60,0.69,0.03,FALSE,NA,NA,NA,NUFIP2_41567,0.21,seq.32098.66,0.13,,
prot.775,E9PQD6,P0DJI8,11,18266260,18269977,ENSG00000173432,SAA1,16,16,0.00,17.69,0.98,3,3,25.70,16.46,0.32,22.00,0.00,17.27,0.97,17.16,12.61,22.27,1.00,0.00,FALSE,NA,NA,NA,,,,,,
prot.7750,Q7Z5A7-2,Q7Z5A7,22,48489553,48850912,ENSG00000219438,TAFA5,1,1,90.68,11.40,0.55,1,1,NA,9.95,NA,1.00,90.68,11.40,0.55,11.43,9.63,12.74,0.46,0.00,FALSE,NA,NA,NA,TAFA5_44306,0.01,seq.5609.92,-0.17,,
prot.7751,Q86UP6,Q86UP6,10,122832158,122846175,ENSG00000138161,CUZD1,2,2,97.91,13.28,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,CUZD1_42339,,seq.7943.16,,,
prot.7752,Q86WA6,Q86WA6,6,3118374,3153578,ENSG00000137274,BPHL,2,2,86.71,12.07,0.97,1,1,70.24,11.19,1.57,3.00,87.47,12.02,0.68,12.06,9.40,13.64,0.65,0.00,FALSE,0.09,0.09,0.10,,,seq.17813.21,0.08,,
prot.7753,Q96DN0,Q96DN0,12,14914039,14938537,ENSG00000139055,ERP27,2,4,96.94,11.81,1.41,1,3,NA,NA,NA,NA,99.51,15.30,2.00,16.21,12.74,18.14,0.12,0.00,FALSE,NA,NA,NA,ERP27_42426,0.37,seq.9333.59,0.34,,
prot.7754,Q9H0R8-2,Q9H0R8,12,10212458,10223128,ENSG00000139112,GABARAPL1,1,1,97.77,10.65,1.03,1,1,NA,NA,NA,NA,97.77,10.65,1.03,11.21,8.10,11.44,0.84,0.23,FALSE,NA,NA,NA,,,seq.12661.44,0.04,,
prot.7755,Q9H2C2,Q9H2C2,1,230978981,231000733,ENSG00000173409,ARV1,1,1,92.41,12.10,0.48,1,1,30.81,11.81,0.45,2.00,92.41,12.10,0.48,12.13,10.87,13.69,0.19,0.02,FALSE,0.12,0.11,0.12,,,,,,
prot.7756,Q9NY59,Q9NY59,16,68358327,68448508,ENSG00000103056,SMPD3,10,9,89.28,10.56,1.05,10,9,NA,NA,NA,NA,89.28,10.56,1.05,10.53,8.19,13.51,0.55,0.00,FALSE,NA,NA,NA,SMPD3_43106,-0.06,seq.33532.50,0.10,,
prot.7757,Q9UBU6,Q9UBU6,6,17600302,17611719,ENSG00000137414,FAM8A1,3,1,98.26,10.89,0.86,3,1,NA,NA,NA,NA,98.26,10.89,0.86,10.81,8.58,12.79,0.99,0.25,FALSE,NA,NA,NA,,,,,,
prot.7758,Q9Y2L1,Q9Y2L1,13,72752169,72782096,ENSG00000083520,DIS3,12,9,89.00,11.45,0.69,10,7,NA,NA,NA,NA,90.47,11.96,0.68,11.91,10.25,14.97,0.19,0.01,FALSE,NA,NA,NA,,,seq.30779.8,0.15,,
prot.7759,O43716,O43716,12,120446444,120463749,ENSG00000257218,GATC,1,1,91.86,10.08,0.68,1,1,NA,NA,NA,NA,91.86,10.08,0.68,10.14,8.41,11.61,0.59,0.00,FALSE,NA,NA,NA,GATC_41237,-0.05,,,,
prot.776,E9PRQ7;Q04323,Q04323,11,62676498,62679117,ENSG00000162191,UBXN1,17,17,0.00,13.43,0.39,13,13,18.91,13.09,0.27,22.00,0.00,13.35,0.38,13.36,11.28,14.78,1.00,0.00,FALSE,0.30,0.28,0.31,UBXN1_45008,0.23,seq.29773.6,0.03,,
prot.7760,O75376,O75376,17,16029065,16218185,ENSG00000141027,NCOR1,1,1,96.52,11.32,0.95,1,1,NA,NA,NA,NA,96.52,11.32,0.95,10.85,9.25,12.67,0.00,0.00,FALSE,NA,NA,NA,,,seq.34412.14,-0.17,,
prot.7761,P18887,P18887,19,43543311,43580473,ENSG00000073050,XRCC1,2,1,96.03,12.29,0.53,1,NA,NA,NA,NA,NA,99.86,10.90,0.00,10.90,10.90,10.90,1.00,0.00,FALSE,NA,NA,NA,XRCC1_42032,,seq.12535.2,,,
prot.7762,P19387,P19387,16,57462660,57472009,ENSG00000102978,POLR2C,2,2,90.12,12.39,0.57,2,2,23.95,12.16,0.36,3.00,90.12,12.39,0.57,12.40,10.58,14.37,0.35,0.00,FALSE,0.03,0.02,0.03,,,seq.20995.47,-0.10,,
prot.7763,P31941,P31941,22,38952741,38963184,ENSG00000128383,APOBEC3A,3,3,96.03,10.07,0.74,3,3,NA,NA,NA,NA,96.03,10.07,0.74,10.07,8.05,12.10,0.01,0.09,FALSE,NA,NA,NA,,,seq.24483.12,-0.02,,
prot.7764,Q14145,Q14145,19,10486125,10503558,ENSG00000079999,KEAP1,3,3,87.75,10.33,0.70,3,3,NA,NA,NA,NA,87.75,10.33,0.70,10.40,7.92,12.74,0.99,0.00,FALSE,NA,NA,NA,,,seq.12568.14,0.05,,
prot.7765,Q8TF66;Q8TF66-2,Q8TF66,3,194355249,194369743,ENSG00000172061,LRRC15,5,5,94.85,10.84,1.01,5,5,NA,NA,NA,NA,94.85,10.84,1.01,10.74,7.70,14.08,0.00,0.00,FALSE,NA,NA,NA,,,seq.6557.50,-0.01,,
prot.7766,Q9H1C4,Q9H1C4,11,67991100,68004982,ENSG00000110057,UNC93B1,2,2,92.14,12.53,0.68,2,2,41.05,12.17,0.61,2.00,92.14,12.53,0.68,12.58,10.79,14.17,0.28,0.00,FALSE,0.08,0.08,0.09,,,seq.13487.24,0.07,,
prot.7767,Q9UBG3,Q9UBG3,1,152409243,152414263,ENSG00000143536,CRNN,15,16,94.92,11.95,0.93,14,15,NA,NA,NA,NA,94.99,11.96,0.93,12.05,9.51,16.22,0.01,0.01,FALSE,NA,NA,NA,CRNN_43565,-0.12,seq.17738.7,-0.08,,
prot.7768,P18583,P18583,21,33543038,33577481,ENSG00000159140,SON,7,7,91.44,13.29,0.70,6,6,NA,13.04,NA,1.00,91.51,13.28,0.70,13.29,11.17,14.83,0.17,0.00,FALSE,NA,NA,NA,,,,,,
prot.7769,P37059,P37059,16,82035004,82098534,ENSG00000086696,HSD17B2,4,4,96.03,12.77,0.55,4,4,NA,NA,NA,NA,96.03,12.77,0.55,12.70,10.86,14.51,0.00,0.04,FALSE,NA,NA,NA,HSD17B2_40294,-0.06,seq.34603.170,-0.13,,
prot.777,E9PRY8,P29692,8,143579697,143599541,ENSG00000104529,EEF1D,30,30,0.00,14.88,0.56,25,25,16.43,14.49,0.23,22.00,0.00,14.66,0.55,14.69,11.20,17.18,0.93,0.01,FALSE,0.43,0.42,0.45,,,,,1,
prot.7770,Q6IB77,Q6IB77,11,58640426,58731974,ENSG00000149124,GLYAT,1,1,97.43,11.40,0.63,1,1,17.83,11.08,0.26,2.00,97.43,11.40,0.63,11.26,9.42,12.79,0.56,0.00,FALSE,0.19,0.18,0.19,,,seq.19506.6,0.29,,
prot.7771,Q8N3U4-2,Q8N3U4,X,123960212,124422664,ENSG00000101972,STAG2,3,3,94.57,12.56,0.51,3,3,25.47,12.22,0.41,4.00,94.57,12.56,0.51,12.58,11.14,13.93,0.02,0.04,FALSE,-0.01,-0.01,0.00,,,seq.34543.191,-0.11,,
prot.7772,Q96KG7,Q96KG7,5,127290796,127465737,ENSG00000145794,MEGF10,2,2,90.68,10.64,0.52,2,2,18.27,10.49,0.27,2.00,90.68,10.64,0.52,10.68,9.01,11.99,0.42,0.01,FALSE,0.09,0.09,0.09,MEGF10_44773,0.06,seq.11168.1,0.09,,
prot.7773,Q9NW82,Q9NW82,5,37379285,37753435,ENSG00000082068,WDR70,1,2,98.40,10.32,0.32,1,2,NA,NA,NA,NA,98.40,10.32,0.32,10.37,9.60,11.13,0.02,0.43,FALSE,NA,NA,NA,WDR70_42023,-0.24,,,,
prot.7774,A0A0U1RR16,Q8NEY4,2,10721100,10785110,ENSG00000143882,ATP6V1C2,11,9,93.88,13.57,0.84,9,7,NA,NA,NA,NA,97.84,12.47,1.03,12.70,10.48,14.91,0.39,0.00,FALSE,NA,NA,NA,,,,,,
prot.7775,B3EWG5,B3EWG5,10,47995322,47999791,ENSG00000276430,FAM25C,4,4,89.91,14.08,1.09,4,4,43.30,13.40,0.65,2.00,89.91,14.08,1.09,14.11,9.53,16.51,0.69,0.01,FALSE,0.17,0.16,0.18,,,,,,
prot.7776,E9PHI4;O94901,O94901,7,816615,896435,ENSG00000164828,SUN1,3,3,93.18,11.58,1.10,3,3,65.89,12.07,1.03,2.00,93.18,11.58,1.10,11.31,9.22,14.47,0.01,0.00,FALSE,0.10,0.10,0.11,,,,,,
prot.7777,O95864,O95864,11,61792980,61867354,ENSG00000134824,FADS2,2,2,98.47,12.97,0.45,2,2,NA,NA,NA,NA,98.47,12.97,0.45,12.89,11.46,14.00,0.13,0.41,FALSE,NA,NA,NA,,,seq.28345.16,0.51,,
prot.7778,P08579,P08579,20,16729961,16742564,ENSG00000125870,SNRPB2,3,3,87.54,10.45,0.95,3,3,64.98,10.22,0.95,4.00,87.54,10.45,0.95,10.49,8.46,13.06,0.29,0.00,FALSE,0.15,0.15,0.15,SNRPB2_44268,0.06,seq.17364.8,0.19,,
prot.7779,Q5VYY1,Q5VYY1,10,88819896,88851844,ENSG00000152766,ANKRD22,5,5,98.40,12.52,1.01,2,2,NA,NA,NA,NA,99.44,12.47,1.21,12.52,10.21,14.68,0.21,0.25,FALSE,NA,NA,NA,,,,,,
prot.778,E9PS44;Q01628,Q01628,11,319676,329475,ENSG00000142089,IFITM3,4,4,0.07,13.81,0.58,4,4,18.68,13.33,0.29,22.00,0.07,13.81,0.58,13.76,11.91,17.85,1.00,0.01,FALSE,0.23,0.23,0.24,,,seq.35388.34,0.07,,
prot.7780,Q9BY77,Q9BY77,22,42583721,42614962,ENSG00000100227,POLDIP3,2,2,74.53,11.54,0.63,2,2,22.58,11.30,0.34,4.00,74.53,11.54,0.63,11.57,9.49,13.78,0.99,0.00,FALSE,0.02,0.02,0.03,POLDIP3_41642,-0.08,,,,
prot.7781,Q9NQI0;Q9NQI0-4,Q9NQI0,5,55738017,55817157,ENSG00000152670,DDX4,1,1,84.06,14.94,0.58,1,1,15.21,14.98,0.23,7.00,84.06,14.94,0.58,14.97,13.46,16.51,0.81,0.00,FALSE,0.05,0.05,0.06,DDX4_42361,0.03,seq.31030.3,0.00,,
prot.7782,J3KS58,Q96N06,16,89657740,89671272,ENSG00000167523,SPATA33,1,1,99.37,11.31,0.12,1,1,NA,NA,NA,NA,99.37,11.31,0.12,11.39,11.16,11.39,0.01,0.33,FALSE,NA,NA,NA,,,,,,
prot.7783,P32926,P32926,18,31447741,31478702,ENSG00000134757,DSG3,17,17,84.27,11.03,0.80,16,16,19.93,10.87,0.28,3.00,84.34,11.01,0.80,11.01,8.19,14.31,0.87,0.02,FALSE,0.12,0.12,0.12,DSG3_43637,-0.03,seq.11310.8,0.11,,
prot.7784,Q8NE22,Q8NE22,5,56909260,56925532,ENSG00000155542,SETD9,1,1,95.62,11.46,0.62,1,1,NA,NA,NA,NA,95.62,11.46,0.62,11.42,9.88,13.47,0.28,0.02,FALSE,NA,NA,NA,,,,,,
prot.7785,Q9GZR5,Q9GZR5,6,79914814,79947553,ENSG00000118402,ELOVL4,5,4,93.88,12.34,1.13,5,4,NA,NA,NA,NA,93.88,12.34,1.13,12.46,7.72,14.91,0.00,0.08,FALSE,NA,NA,NA,,,,,,
prot.7786,A0A0A0MSV5,P14859,1,167220876,167427345,ENSG00000143190,POU2F1,1,1,85.04,12.98,0.74,1,1,52.17,12.63,0.82,8.00,85.04,12.98,0.74,12.98,11.22,15.60,0.63,0.00,FALSE,0.19,0.18,0.20,,,,,,
prot.7787,CONQ7Z3Z0;Q7Z3Z0,Q7Z3Z0,17,40748021,40755331,ENSG00000204897,KRT25,7,9,91.23,12.62,1.03,5,7,81.16,13.90,1.33,2.00,96.66,12.21,1.40,12.81,9.59,15.67,0.00,0.00,FALSE,0.12,0.11,0.13,,,,,,
prot.7788,E7EW59,Q9Y467,14,21521080,21537216,ENSG00000165821,SALL2,1,1,95.55,10.49,0.61,1,1,NA,9.31,NA,1.00,95.55,10.49,0.61,10.53,8.14,11.53,0.99,0.02,FALSE,NA,NA,NA,,,,,,
prot.7789,O95294-2,O95294,12,113098819,113136239,ENSG00000111344,RASAL1,5,5,90.95,12.81,0.68,5,5,NA,12.45,NA,1.00,90.95,12.81,0.68,12.71,11.28,15.44,0.09,0.01,FALSE,NA,NA,NA,,,,,,
prot.779,E9PSH8,P07766,11,118304730,118316175,ENSG00000198851,CD3E,5,5,14.54,12.49,0.57,5,5,33.41,12.35,0.48,21.00,14.54,12.49,0.57,12.52,9.10,14.12,0.99,0.00,FALSE,0.13,0.12,0.13,,,,,,
prot.7790,P04908;Q7L7L0;Q93077,Q7L7L0|P04908|Q93077|P04908,1|6|6|6,228434777| 26033092| 26124145| 26216921,228457873| 26033618| 26139116| 26217437,ENSG00000181218|ENSG00000278463|ENSG00000180573|ENSG00000277075,H2AC25|H2AC4|H2AC6|H2AC8,1,1,98.61,9.69,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,,,seq.14144.3,,,
prot.7791,P16220;P16220-1,P16220,2,207529737,207605988,ENSG00000118260,CREB1,2,2,93.53,12.53,0.65,1,1,NA,NA,NA,NA,98.68,10.30,0.35,10.23,9.43,10.95,0.06,0.42,FALSE,NA,NA,NA,,,seq.20128.1,0.17,,
prot.7792,Q8WX92-2,Q8WX92,9,137255327,137273542,ENSG00000188986,NELFB,2,1,91.16,14.51,0.34,2,1,NA,14.54,NA,1.00,91.16,14.51,0.34,14.54,12.98,15.44,0.00,0.02,FALSE,NA,NA,NA,,,,,,
prot.7793,Q96JB6,Q96JB6,10,98247690,98268194,ENSG00000138131,LOXL4,2,2,88.66,11.33,0.67,2,2,0.26,11.30,0.00,2.00,88.66,11.33,0.67,11.38,8.82,13.28,0.91,0.01,FALSE,0.06,0.06,0.08,,,,,,
prot.7794,Q9H4L5-7,Q9H4L5,7,24796540,24981634,ENSG00000070882,OSBPL3,1,1,80.72,10.75,0.74,1,1,41.89,10.69,0.66,6.00,80.72,10.75,0.74,10.80,7.93,12.50,0.62,0.00,FALSE,0.09,0.09,0.10,,,,,,
prot.7795,A0A7P0TA31,Q9NY65,22,18110100,18146683,ENSG00000183785,TUBA8,1,1,93.46,12.27,0.55,1,1,2.41,12.63,0.03,2.00,93.46,12.27,0.55,12.24,10.14,14.04,0.71,0.01,FALSE,0.11,0.10,0.11,,,,,,
prot.7796,A0A8J8YUR7,Q96J65,16,48080882,48156018,ENSG00000140798,ABCC12,1,1,95.89,14.85,0.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,,,,,,
prot.7797,O00148,O00148,19,14408798,14419383,ENSG00000123136,DDX39A,4,4,92.97,11.68,0.76,4,4,NA,12.79,NA,1.00,92.97,11.68,0.76,11.60,9.72,13.93,0.02,0.00,FALSE,NA,NA,NA,DDX39A_42360,-0.02,seq.28685.86,-0.15,,
prot.7798,O60216,O60216,8,116845934,116874776,ENSG00000164754,RAD21,8,8,93.04,11.71,0.89,8,8,NA,NA,NA,NA,93.04,11.71,0.89,11.64,9.75,14.33,0.29,0.00,FALSE,NA,NA,NA,,,,,,
prot.7799,O95400,O95400,16,30350773,30355308,ENSG00000169217,CD2BP2,1,1,92.62,10.48,0.66,1,1,NA,NA,NA,NA,92.62,10.48,0.66,10.52,9.00,12.08,0.90,0.00,FALSE,NA,NA,NA,CD2BP2_40968,-0.06,seq.34933.28,-0.04,,
prot.78,A0A0A0MR18,Q9Y5R5,9,1049858,1057552,ENSG00000173253,DMRT2,1,1,0.21,19.23,0.37,1,1,19.04,19.28,0.25,22.00,0.21,19.23,0.37,19.25,17.15,20.67,0.96,0.00,FALSE,0.26,0.25,0.27,,,,,11,
prot.780,F2Z3J9,Q14914,9,111549722,111599893,ENSG00000106853,PTGR1,11,11,2.99,12.81,0.56,10,10,27.48,12.38,0.39,22.00,3.34,12.86,0.56,12.88,9.42,16.56,0.97,0.00,FALSE,0.29,0.28,0.30,,,,,,
prot.7800,P49763,P49763,14,74941834,74955626,ENSG00000119630,PGF,2,1,92.62,12.31,0.65,2,1,48.39,12.00,0.71,3.00,92.62,12.31,0.65,12.30,9.86,13.71,0.96,0.00,FALSE,0.03,0.03,0.04,PGF_44090,-0.07,seq.3078.1,-0.08,,
prot.7801,Q00889-2,Q00889,19,42902086,42919563,ENSG00000170848,PSG6,8,8,85.18,14.64,1.09,3,3,NA,11.28,NA,1.00,98.05,15.03,0.92,15.02,11.28,16.51,0.20,0.15,FALSE,NA,NA,NA,,,seq.6456.17,0.53,,
prot.7802,Q01546,Q01546,12,52768155,52777345,ENSG00000185069,KRT76,7,9,93.32,11.84,1.73,1,2,NA,NA,NA,NA,99.58,12.50,1.76,11.36,11.36,14.76,0.05,0.33,FALSE,NA,NA,NA,,,,,,
prot.7803,Q9H0A0,Q9H0A0,11,34105617,34147670,ENSG00000135372,NAT10,3,3,96.52,12.40,0.56,3,3,19.40,11.99,0.28,2.00,96.52,12.40,0.56,12.40,10.60,13.55,0.00,0.00,FALSE,0.11,0.11,0.12,,,,,,
prot.7804,Q9NQG5,Q9NQG5,20,38033725,38127780,ENSG00000101413,RPRD1B,3,3,97.70,11.47,0.62,3,3,NA,NA,NA,NA,97.70,11.47,0.62,11.48,10.11,13.67,0.00,0.31,FALSE,NA,NA,NA,RPRD1B_43030,-0.05,seq.19126.4,0.10,,
prot.7805,Q9P016,Q9P016,11,134248279,134253370,ENSG00000151500,THYN1,5,5,93.04,11.58,0.89,5,5,NA,13.20,NA,1.00,93.04,11.58,0.89,11.51,8.93,14.21,0.16,0.03,FALSE,NA,NA,NA,THYN1_43189,-0.02,seq.12424.107,0.08,,
prot.7806,Q9P2M7,Q9P2M7,1,151510510,151538692,ENSG00000143375,CGN,7,5,97.77,10.75,0.78,7,5,NA,10.53,NA,1.00,97.77,10.75,0.78,10.55,8.99,12.51,0.00,0.00,FALSE,NA,NA,NA,CGN_42288,0.30,,,,
prot.7807,A0A0A0MR51,O60427,11,61799627,61829318,ENSG00000149485,FADS1,2,2,92.14,11.06,1.02,2,2,NA,NA,NA,NA,92.14,11.06,1.02,10.84,8.45,14.38,0.05,0.03,FALSE,NA,NA,NA,,,,,,
